자격구분코드,자격구분명,계열명,종목명
W,일학습병행자격,L2,건설기계정비_L2_20V1
W,일학습병행자격,L2,지게차조종_L2_20V1
W,일학습병행자격,L3,지게차정비_L3_20V1
W,일학습병행자격,L2,건설용크레인조종_L2_20V1
W,일학습병행자격,L2,산업용크레인조종_L2_20V1
W,일학습병행자격,L3,굴삭기정비_L3_20V1
W,일학습병행자격,L3,해양플랜트설치·운용관리_L3_20V1
W,일학습병행자격,L5,해양플랜트설치·운용관리_L5_20V1
W,일학습병행자격,L5,해양자원탐사개발관리_L5_20V1
W,일학습병행자격,L2,전산응용기계설계_L2_20V1
W,일학습병행자격,L3,기계요소설계_L3_20V1
W,일학습병행자격,L4,구조해석설계_L4_20V1
W,일학습병행자격,L5,기계제어설계_L5_20V1
W,일학습병행자격,L2,선반가공_L2_20V1
T,국가기술자격,기능사,이산화탄소가스아크용접기능사
W,일학습병행자격,L5,유선통신설계_L5_ver1.0
W,일학습병행자격,L4,IT시스템운영_L4_ver1.0
W,일학습병행자격,L2,유선통신운용_L2_ver1.0
W,일학습병행자격,L3,건강기능식품가공(원료액상제조가공)_L3_ver1.0
W,일학습병행자격,L3,수산식품가공(냉동냉장)_L3_ver1.0
W,일학습병행자격,L3,수산식품가공(살균제품)_L3_ver1.0
W,일학습병행자격,L3,유제품가공(발효가공)_L3_ver1.0
W,일학습병행자격,L3,축산식품가공(기타가공)_L3_ver1.0
W,일학습병행자격,L2,떡제조_L2_ver1.0
W,일학습병행자격,L5,주얼리디자이너·머천다이저(보석디자인)_L5_ver1.0
W,일학습병행자격,L3,도자공예_L3_ver1.0
W,일학습병행자격,L3,주얼리디자이너·머천다이저(주얼리마케팅)_L3_ver1.0
W,일학습병행자격,L5,건설안전관리_L5_ver1.0
W,일학습병행자격,L5,바이오에너지생산기술_L5_ver1.0
W,일학습병행자격,L5,자원순환관리_L5_ver1.0
W,일학습병행자격,L3,광산보안·화약류관리_L3_ver1.0
W,일학습병행자격,L3,생태복원관리_L3_ver1.0
W,일학습병행자격,L3,풍력에너지생산기술_L3_ver1.0
W,일학습병행자격,L5,수산자원관리_L5_ver1.0
W,일학습병행자격,L4,어촌체험관리_L4_ver1.0
W,일학습병행자격,L3,돼지사육_L3_ver1.0
W,일학습병행자격,L3,씨앗생산_L3_ver1.0
W,일학습병행자격,L5,정밀화학제품제조(의약품)_L5_ver1.0
W,일학습병행자격,L3,정밀화학제품제조(도료)_L3_ver1.0
W,일학습병행자격,L5,광산·조사탐사_L5_ver1.0
W,일학습병행자격,L5,광산보안·화약류관리_L5_ver1.0
W,일학습병행자격,L5,광산환경관리_L5_ver1.0
W,일학습병행자격,L5,비파괴검사관리_L5_ver1.0
W,일학습병행자격,L5,산업보건관리_L5_ver1.0
W,일학습병행자격,L5,생태복원관리_L5_ver1.0
W,일학습병행자격,L5,수질관리_L5_ver1.0
W,일학습병행자격,L5,연료전지에너지생산기술_L5_ver1.0
W,일학습병행자격,L5,태양광에너지생산기술_L5_ver1.0
W,일학습병행자격,L5,태양열에너지생산기술_L5_ver1.0
W,일학습병행자격,L3,이용_L3_ver2.0
W,일학습병행자격,L5,이용_L5_ver2.0
W,일학습병행자격,L2,메이크업디자인_L2_ver2.0
W,일학습병행자격,L3,메이크업디자인_L3_ver2.0
W,일학습병행자격,L3,웨딩이벤트매니저_L3_ver2.0
W,일학습병행자격,L3,웨딩플래너_L3_ver2.0
W,일학습병행자격,L3,장례지도_L3_ver2.0
W,일학습병행자격,L3,장례시설관리_L3_ver2.0
W,일학습병행자격,L4,카지노기획개발_L4_ver2.0
W,일학습병행자격,L4,크루즈운영관리_L4_ver2.0
W,일학습병행자격,L3,컨벤션기획_L3_ver2.0
W,일학습병행자격,L5,컨벤션기획_L5_ver2.0
W,일학습병행자격,L3,여행안내_L3_ver2.0
W,일학습병행자격,L5,여행상품기획_L5_ver2.0
W,일학습병행자격,L3,항공객실서비스_L3_ver2.0
W,일학습병행자격,L3,호텔객실서비스_L3_ver2.0
W,일학습병행자격,L3,호텔식음료서비스_L3_ver2.0
W,일학습병행자격,L5,호텔관리_L5_ver2.0
W,일학습병행자격,L3,퍼스널트레이닝_L3_ver2.0
W,일학습병행자격,L4,피트니스건강관리_L4_ver2.0
W,일학습병행자격,L3,건강운동체형관리_L3_ver2.0
W,일학습병행자격,L4,스포츠클럽관리_L4_ver2.0
W,일학습병행자격,L3,여가레크리에이션지도_L3_ver2.0
W,일학습병행자격,L3,스포츠관광플래닝_L3_ver2.0
W,일학습병행자격,L2,한식조리_L2_ver2.0
W,일학습병행자격,L4,한식조리_L4_ver2.0
W,일학습병행자격,L2,양식조리_L2_ver2.0
W,일학습병행자격,L4,양식조리_L4_ver2.0
W,일학습병행자격,L2,중식조리_L2_ver2.0
W,일학습병행자격,L4,중식조리_L4_ver2.0
W,일학습병행자격,L2,일식조리_L2_ver2.0
W,일학습병행자격,L4,일식조리_L4_ver2.0
W,일학습병행자격,L2,복어조리_L2_ver2.0
W,일학습병행자격,L4,복어조리_L4_ver2.0
W,일학습병행자격,L3,식음료서비스_L3_ver2.0
C,과정평가형자격,기능사,귀금속가공기능사
W,일학습병행자격,L3,CNC밀링가공_L3_ver2.0
W,일학습병행자격,L2,밀링가공_L2_20V1
W,일학습병행자격,L3,연삭가공_L3_20V1
W,일학습병행자격,L3,CNC선반가공_L3_20V1
W,일학습병행자격,L3,CNC밀링가공_L3_20V1
W,일학습병행자격,L3,와이어방전가공_L3_20V1
W,일학습병행자격,L4,형조방전가공_L4_20V1
W,일학습병행자격,L3,레이저가공_L3_20V1
W,일학습병행자격,L3,기계장치조립_L3_20V1
W,일학습병행자격,L2,기계요소조립_L2_20V1
W,일학습병행자격,L3,기계장치제어_L3_20V1
W,일학습병행자격,L4,기계생산관리_L4_20V1
W,일학습병행자격,L5,기계생산관리_L5_20V1
W,일학습병행자격,L4,기계품질경영_L4_20V1
W,일학습병행자격,L5,기계품질경영_L5_20V1
W,일학습병행자격,L3,동력기계설치·정비_L3_20V1
W,일학습병행자격,L3,생산기계설치·정비_L3_20V1
W,일학습병행자격,L4,생산기계설치·정비_L4_20V1
W,일학습병행자격,L3,승강기유지관리_L3_20V1
W,일학습병행자격,L3,승강기설치_L3_20V1
W,일학습병행자격,L2,냉동공조설치_L2_20V1
W,일학습병행자격,L3,냉동공조설계_L3_20V1
W,일학습병행자격,L3,냉동공조운영관리_L3_20V1
W,일학습병행자격,L5,자동차시험평가_L5_20V1
W,일학습병행자격,L2,자동차정비_L2_20V1
W,일학습병행자격,L3,자동차정비_L3_20V1
W,일학습병행자격,L2,자동차차체정비_L2_20V1
W,일학습병행자격,L2,자동차보수도장_L2_20V1
W,일학습병행자격,L3,자동차차체도장_L3_20V1
W,일학습병행자격,L3,선체설계_L3_20V1
W,일학습병행자격,L5,선체설계_L5_20V1
W,일학습병행자격,L5,선박기본설계_L5_20V1
W,일학습병행자격,L3,선박의장설계_L3_20V1
W,일학습병행자격,L5,선박의장설계_L5_20V1
W,일학습병행자격,L2,선박선체건조_L2_20V1
W,일학습병행자격,L4,선박선체건조_L4_20V1
W,일학습병행자격,L5,폐자원에너지생산기술_L5_ver1.0
W,일학습병행자격,L5,환경영향평가_L5_ver1.0
W,일학습병행자격,L5,환경컨설턴트_L5_ver1.0
W,일학습병행자격,L3,건설안전관리_L3_ver1.0
W,일학습병행자격,L3,광물·석유자원개발_L3_ver1.0
W,일학습병행자격,L3,냉동공조운영관리_L3_ver2.0
W,일학습병행자격,L5,자동차설계_L5_ver2.0
W,일학습병행자격,L5,자동차시험평가_L5_ver2.0
W,일학습병행자격,L2,자동차정비_L2_ver2.0
W,일학습병행자격,L3,자동차정비_L3_ver2.0
W,일학습병행자격,L2,자동차차체정비_L2_ver2.0
W,일학습병행자격,L2,자동차보수도장_L2_ver2.0
W,일학습병행자격,L3,자동차차체도장_L3_ver2.0
W,일학습병행자격,L3,철도차량유지보수_L3_ver2.0
W,일학습병행자격,L5,철도차량유지보수_L5_ver2.0
W,일학습병행자격,L5,철도차량설계_L5_ver2.0
W,일학습병행자격,L3,선체설계_L3_ver2.0
W,일학습병행자격,L5,선체설계_L5_ver2.0
W,일학습병행자격,L5,선박기본설계_L5_ver2.0
W,일학습병행자격,L3,선박의장설계_L3_ver2.0
W,일학습병행자격,L5,선박의장설계_L5_ver2.0
W,일학습병행자격,L2,선박선체건조_L2_ver2.0
W,일학습병행자격,L2,선박의장_L2_ver2.0
W,일학습병행자격,L4,선박의장_L4_ver2.0
W,일학습병행자격,L3,선박시운전정비_L3_ver2.0
W,일학습병행자격,L4,선박시운전정비_L4_ver2.0
W,일학습병행자격,L3,항공기기체정비_L3_ver2.0
W,일학습병행자격,L3,항공기전자장치정비_L3_ver2.0
W,일학습병행자격,L5,항공기정비_L5_ver2.0
W,일학습병행자격,L5,헬리콥터정비_L5_ver2.0
W,일학습병행자격,L3,항공기엔진정비_L3_ver2.0
W,일학습병행자격,L5,사출금형설계_L5_ver2.0
W,일학습병행자격,L4,원단생산관리(편직)_L4_ver1.0
W,일학습병행자격,L4,전자기기기획_L4_ver1.0
W,일학습병행자격,L2,전자기기기구개발_L2_ver1.0
W,일학습병행자격,L3,SW개발_L3_ver1.0
C,과정평가형자격,기능사,컴퓨터그래픽기능사
C,과정평가형자격,기능사,웹디자인개발기능사
C,과정평가형자격,기능사,타워크레인운전기능사
C,과정평가형자격,기능사,천장크레인운전기능사
C,과정평가형자격,기능사,제과기능사
C,과정평가형자격,기능사,제빵기능사
C,과정평가형자격,기능사,조경기능사
C,과정평가형자격,기능사,이용사
C,과정평가형자격,기능사,한식조리기능사
C,과정평가형자격,기능사,양식조리기능사
W,일학습병행자격,L4,방송시스템운용_L4_ver2.0
W,일학습병행자격,L5,방송시스템관리_L5_ver2.0
W,일학습병행자격,L2,수산식품가공_L2_ver2.0
W,일학습병행자격,L3,수산식품가공_L3_ver2.0
W,일학습병행자격,L2,두부류제조가공_L2_ver2.0
W,일학습병행자격,L2,축산식품가공_L2_ver2.0
W,일학습병행자격,L3,축산식품가공_L3_ver2.0
W,일학습병행자격,L3,유가공_L3_ver2.0
W,일학습병행자격,L3,건강기능식품가공_L3_ver2.0
W,일학습병행자격,L2,김치류제조가공_L2_ver2.0
W,일학습병행자격,L2,면류제조_L2_ver2.0
W,일학습병행자격,L2,곡류가공_L2_ver2.0
W,일학습병행자격,L2,음료제조가공_L2_ver2.0
W,일학습병행자격,L5,식품가공연구개발_L5_ver2.0
W,일학습병행자격,L3,수산식품저장·유통_L3_ver2.0
W,일학습병행자격,L3,농산식품저장·유통_L3_ver2.0
W,일학습병행자격,L3,축산식품저장·유통_L3_ver2.0
W,일학습병행자격,L2,제과_L2_ver2.0
W,일학습병행자격,L2,떡제조_L2_ver2.0
