"﻿""jobClcd""",jobClcdNM,jobCd,jobNm,keywords
817,운송장비 조립원,K000000909,선박조립원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
817,운송장비 조립원,K000007548,자동차조립원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
821,금속관련 기계·설비 조작원,K000000945,금속가공기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
821,금속관련 기계·설비 조작원,K000001165,금속가공제어장치조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
822,판금원 및 제관원,K000000821,제관원(제관기조작원),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
822,판금원 및 제관원,K000000823,판금원(판금기조작원),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
823,단조원 및 주조원,K000001006,주조원(주조기조작원),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
823,단조원 및 주조원,K000001148,단조원(단조기조작원),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
824,용접원,K000001055,용접원(용접기조작원),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
825,도장원 및 도금원　,K000000831,도장원(도장기조작원),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
825,도장원 및 도금원　,K000000962,도금·금속분무기조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
826,비금속제품 생산기계 조작원,K000000828,시멘트·광물제품생산기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
826,비금속제품 생산기계 조작원,K000001037,유리·유리제품생산기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
826,비금속제품 생산기계 조작원,K000001174,점토제품생산기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
826,비금속제품 생산기계 조작원,K000001197,광석·석제품생산기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
831,전기공,K000001083,외선전기공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
831,전기공,K000001095,내선전기공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
831,전기공,K000001158,산업전기공,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
832,전기·전자 기기 설치·수리원,K000000961,사무용 전자기기설치·수리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
832,전기·전자 기기 설치·수리원,K000001098,가전제품설치·수리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
833,발전·배전 장치 조작원,K000001087,발전·배전장치조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
834,전기·전자 설비 조작원,K000001118,전기·전자설비조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
835,전기·전자 부품·제품 생산기계 조작원　,K000000917,전자부품·제품생산기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
835,전기·전자 부품·제품 생산기계 조작원　,K000000927,전기부품·제품생산기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
836,전기·전자 부품·제품 조립원,K000001135,전기·전자부품·제품조립원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
841,정보통신기기 설치·수리원,K000000963,컴퓨터설치·수리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
841,정보통신기기 설치·수리원,K000001121,이동전화기수리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
842,방송·통신장비 설치·정비원,K000000958,방송장비설치·수리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
842,방송·통신장비 설치·정비원,K000001039,통신장비설치·수리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
842,방송·통신장비 설치·정비원,K000001075,방송·통신·인터넷케이블 설치·수리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
851,석유·화학물 가공장치 조작원,K000001009,석유·천연가스제조제어장치조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
851,석유·화학물 가공장치 조작원,K000001054,화학물가공장치조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
852,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,K000000986,화학제품생산기계조작원(고무·플라스틱 제외),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
852,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,K000001047,고무·플라스틱 제품 조립원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
852,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,K000001124,플라스틱제품생산기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
852,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,K000001152,타이어·고무제품생산기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
853,환경관련 장치 조작원,K000000916,상·하수도처리장치조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
853,환경관련 장치 조작원,K000001003,재활용 처리장치·소각로조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
861,섬유 제조·가공 기계 조작원,K000000839,표백·염색기조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
861,섬유 제조·가공 기계 조작원,K000001072,섬유제조기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
861,섬유 제조·가공 기계 조작원,K000001145,직조기 및 편직기조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
862,"패턴사, 재단사 및 재봉사",K000000848,재봉사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
862,"패턴사, 재단사 및 재봉사",K000001122,재단사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
862,"패턴사, 재단사 및 재봉사",K000001182,패턴사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
863,의복 제조원 및 수선원,K000000965,의복·가죽·모피수선원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
863,의복 제조원 및 수선원,K000001115,양장·양복제조원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
863,의복 제조원 및 수선원,K000007457,한복제조원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
864,"제화원, 기타 섬유·의복 기계 조작원 및 조립원",K000001015,신발제조기계조작원 및 조립원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
864,"제화원, 기타 섬유·의복 기계 조작원 및 조립원",K000001033,제화원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
864,"제화원, 기타 섬유·의복 기계 조작원 및 조립원",K000001057,세탁기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
871,제과·제빵원 및 떡제조원,K000000861,제과·제빵원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
871,제과·제빵원 및 떡제조원,K000007510,떡제조원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
872,식품 가공 기능원,K000000841,김치·밑반찬 제조종사원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
872,식품 가공 기능원,K000001105,식품·담배등급원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
872,식품 가공 기능원,K000001209,정육원 및 도축원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
873,식품 가공 기계 조작원,K000000905,음료제조기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
873,식품 가공 기계 조작원,K000001016,곡물가공제품기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
873,식품 가공 기계 조작원,K000001024,제분·도정기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
873,식품 가공 기계 조작원,K000001045,과실·채소기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
873,식품 가공 기계 조작원,K000001166,육류·어패류·낙농품가공기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
881,인쇄기계·사진현상기 조작원,K000000880,사진인화·현상기조작원(사진수정 포함),professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
881,인쇄기계·사진현상기 조작원,K000000988,인쇄기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
882,목재·펄프·종이 생산기계 조작원,K000000943,종이제품생산기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
882,목재·펄프·종이 생산기계 조작원,K000001078,목재가공기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
882,목재·펄프·종이 생산기계 조작원,K000001199,펄프·종이제조장치조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
883,가구·목제품 제조·수리원,K000000971,가구조립원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
883,가구·목제품 제조·수리원,K000000996,가구제조·수리원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
884,공예원 및 귀금속세공원,K000000882,귀금속·보석세공원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
884,공예원 및 귀금속세공원,K000001077,공예원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
885,악기·간판 및 기타 제조 종사자,K000000894,악기제조원 및 조율사,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
885,악기·간판 및 기타 제조 종사자,K000001005,주입·포장·상표부착기계조작원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
885,악기·간판 및 기타 제조 종사자,K000001020,간판제작·설치원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
901,작물재배 종사자,K000000842,육묘 및 화훼작물재배자,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
901,작물재배 종사자,K000000907,채소·특용작물재배원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
901,작물재배 종사자,K000001035,조경원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
901,작물재배 종사자,K000007484,곡식작물재배원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
901,작물재배 종사자,K000007486,과수작물재배원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
902,낙농·사육 종사자,K000000902,낙농종사원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
902,낙농·사육 종사자,K000000935,가축사육종사원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
903,임업 종사자　,K000000869,조림·산림경영인 및 벌목원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
904,어업 종사자,K000000926,어부 및 해녀,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
904,어업 종사자,K000001056,양식원,professional;role;skill;experience;problem solving;collaboration;communication;analysis;planning;organization;management;leadership;execution;creativity;learning;growth;quality;performance;goal
